学校名称,平均分,年份,录取批次,招生地址,招生类型,最低分,省份,省控线,考生类别
吉林外国语大学,,2019,本科二批,广西,普通类,406.0,吉林,347.0,理科
吉林工商学院,,2019,本科二批,广西,普通类,429.0,吉林,388.0,文科
吉林工商学院,,2019,本科二批,广西,普通类,397.0,吉林,347.0,理科
吉林工商学院,,2019,本科二批,青海,普通类,371.0,吉林,376.0,理科
吉林工商学院,,2019,专科批,广西,普通类,221.0,吉林,180.0,文科
吉林工商学院,,2019,专科批,广西,普通类,230.0,吉林,180.0,理科
吉林工商学院,,2019,本科批,天津,普通类,477.0,吉林,428.0,文科
吉林工商学院,,2019,本科批,天津,普通类,465.0,吉林,400.0,理科
长春汽车工业高等专科学校,,2019,专科批,青海,普通类,202.0,吉林,160.0,理科
长春汽车工业高等专科学校,,2019,专科批,广西,普通类,256.0,吉林,180.0,文科
长春汽车工业高等专科学校,,2019,专科批,广西,普通类,213.0,吉林,180.0,理科
长春工程学院,,2019,本科二批,青海,普通类,464.0,吉林,444.0,文科
长春工程学院,,2019,本科二批,青海,普通类,377.0,吉林,376.0,理科
长春工程学院,,2019,专科批,青海,普通类,324.0,吉林,160.0,理科
长春工程学院,,2019,本科批A段,天津,普通类,477.0,吉林,,文科
长春工程学院,,2019,本科批A段,天津,普通类,449.0,吉林,,理科
长春工程学院,,2019,专科批,天津,普通类,153.0,吉林,120.0,理科
长春工程学院,,2019,本科二批,广西,普通类,446.0,吉林,388.0,文科
长春工程学院,,2019,本科二批,广西,普通类,405.0,吉林,347.0,理科
长春工程学院,,2019,本科二批,广西,中外合作办学,349.0,吉林,347.0,理科
长春工程学院,,2019,专科批,广西,普通类,206.0,吉林,180.0,理科
吉林农业科技学院,,2019,本科二批,广西,普通类,420.0,吉林,388.0,文科
吉林农业科技学院,,2019,本科二批,青海,普通类,448.0,吉林,444.0,文科
吉林农业科技学院,,2019,专科批,广西,普通类,236.0,吉林,180.0,文科
吉林农业科技学院,,2019,本科二批,广西,普通类,390.0,吉林,347.0,理科
吉林农业科技学院,,2019,本科二批,青海,普通类,378.0,吉林,376.0,理科
吉林农业科技学院,,2019,专科批,广西,普通类,200.0,吉林,180.0,理科
长春金融高等专科学校,,2019,专科批,广西,普通类,375.0,吉林,180.0,文科
长春金融高等专科学校,,2019,专科批,广西,普通类,187.0,吉林,180.0,理科
长春金融高等专科学校,,2019,专科批,青海,普通类,372.0,吉林,160.0,文科
长春金融高等专科学校,,2019,专科批,青海,普通类,325.0,吉林,160.0,理科
吉林警察学院,,2019,本科二批,广西,普通类,404.0,吉林,388.0,文科
吉林警察学院,,2019,本科二批,广西,普通类,388.0,吉林,347.0,理科
吉林警察学院,,2019,专科批,广西,普通类,314.0,吉林,180.0,文科
吉林警察学院,,2019,专科批,广西,普通类,187.0,吉林,180.0,理科
长春大学,,2019,本科二批,青海,普通类,468.0,吉林,444.0,文科
长春大学,,2019,本科二批,青海,普通类,393.0,吉林,376.0,理科
长春大学,,2019,本科二批,青海,民族班,435.0,吉林,444.0,文科
长春大学,,2019,本科批A段,天津,普通类,484.0,吉林,,文科
长春大学,,2019,本科批A段,天津,普通类,475.0,吉林,,理科
长春大学,,2019,本科二批,广西,普通类,451.0,吉林,388.0,文科
长春大学,,2019,本科二批,广西,普通类,437.0,吉林,347.0,理科
长春大学,,2019,专科批,广西,普通类,259.0,吉林,180.0,文科
长春大学,,2019,专科批,广西,中外合作办学,347.0,吉林,180.0,文科
长春大学,,2019,专科批,广西,普通类,246.0,吉林,180.0,理科
长春大学,,2019,专科批,广西,中外合作办学,285.0,吉林,180.0,理科
长春医学高等专科学校,,2019,专科批,青海,普通类,388.0,吉林,160.0,文科
长春医学高等专科学校,,2019,专科批,青海,普通类,340.0,吉林,160.0,理科
长春医学高等专科学校,,2019,专科批,天津,普通类,242.0,吉林,120.0,文科
长春医学高等专科学校,,2019,专科批,天津,普通类,239.0,吉林,120.0,理科
长春医学高等专科学校,,2019,专科批,广西,普通类,202.0,吉林,180.0,文科
长春医学高等专科学校,,2019,专科批,广西,普通类,248.0,吉林,180.0,理科
吉林交通职业技术学院,,2019,专科批,青海,普通类,262.0,吉林,160.0,理科
吉林交通职业技术学院,,2019,专科批,广西,普通类,252.0,吉林,180.0,文科
吉林交通职业技术学院,,2019,专科批,广西,普通类,207.0,吉林,180.0,理科
吉林司法警官职业学院,,2019,专科批,青海,普通类,281.0,吉林,160.0,文科
吉林司法警官职业学院,,2019,专科批,青海,普通类,230.0,吉林,160.0,理科
吉林司法警官职业学院,,2019,专科批,天津,普通类,190.0,吉林,120.0,理科
吉林司法警官职业学院,,2019,专科批,广西,普通类,239.0,吉林,180.0,理科
吉林电子信息职业技术学院,,2019,专科批,广西,普通类,304.0,吉林,180.0,文科
吉林电子信息职业技术学院,,2019,专科批,广西,普通类,307.0,吉林,180.0,理科
吉林工业职业技术学院,,2019,专科批,青海,普通类,353.0,吉林,160.0,文科
吉林工业职业技术学院,,2019,专科批,天津,普通类,187.0,吉林,120.0,文科
长春职业技术学院,,2019,专科批,广西,普通类,264.0,吉林,180.0,文科
长春职业技术学院,,2019,专科批,广西,普通类,289.0,吉林,180.0,理科
长春光华学院,,2019,本科批B段,天津,普通类,429.0,吉林,,文科
长春光华学院,,2019,本科批B段,天津,普通类,403.0,吉林,,理科
长春光华学院,,2019,专科批,天津,普通类,134.0,吉林,120.0,文科
长春光华学院,,2019,本科二批,广西,普通类,393.0,吉林,388.0,文科
长春光华学院,,2019,本科二批,广西,普通类,350.0,吉林,347.0,理科
长春工业大学人文信息学院,,2019,本科批B段,天津,普通类,420.0,吉林,,文科
长春工业大学人文信息学院,,2019,本科批B段,天津,普通类,401.0,吉林,,理科
长春理工大学光电信息学院,,2019,本科三批,青海,普通类,353.0,吉林,348.0,理科
长春理工大学光电信息学院,,2019,本科批,天津,普通类,399.0,吉林,400.0,理科
长春理工大学光电信息学院,,2019,本科批,天津,普通类,428.0,吉林,428.0,文科
长春理工大学光电信息学院,,2019,本科三批,青海,普通类,444.0,吉林,405.0,文科
长春财经学院,,2019,本科二批,广西,普通类,380.0,吉林,388.0,文科
长春财经学院,,2019,本科二批,广西,普通类,343.0,吉林,347.0,理科
长春财经学院,,2019,本科三批,青海,普通类,414.0,吉林,405.0,文科
长春财经学院,,2019,本科三批,青海,普通类,363.0,吉林,348.0,理科
长春财经学院,,2019,本科批,天津,普通类,409.0,吉林,400.0,理科
长春财经学院,,2019,本科批,天津,普通类,434.0,吉林,428.0,文科
长春财经学院,,2019,本科二批,青海,普通类,328.0,吉林,376.0,理科
长春财经学院,,2019,本科二批,青海,普通类,396.0,吉林,444.0,文科
吉林建筑科技学院,,2019,本科三批,青海,普通类,348.0,吉林,348.0,理科
吉林建筑科技学院,,2019,本科批,天津,普通类,390.0,吉林,400.0,理科
吉林建筑科技学院,,2019,本科批,天津,普通类,422.0,吉林,428.0,文科
长春建筑学院,,2019,本科三批,青海,普通类,349.0,吉林,348.0,理科
长春建筑学院,,2019,本科批B段,天津,普通类,426.0,吉林,,文科
长春建筑学院,,2019,本科批B段,天津,普通类,403.0,吉林,,理科
长春建筑学院,,2019,本科二批,广西,普通类,408.0,吉林,388.0,文科
长春建筑学院,,2019,本科二批,广西,普通类,348.0,吉林,347.0,理科
长春科技学院,,2019,本科二批,广西,普通类,353.0,吉林,347.0,理科
长春科技学院,,2019,本科三批,青海,普通类,413.0,吉林,405.0,文科
长春科技学院,,2019,本科三批,青海,普通类,350.0,吉林,348.0,理科
长春科技学院,,2019,本科批,天津,普通类,405.0,吉林,400.0,理科
长春科技学院,,2019,本科批,天津,普通类,428.0,吉林,428.0,文科
长春科技学院,,2019,本科二批,广西,普通类,407.0,吉林,388.0,文科
吉林师范大学博达学院,,2019,本科三批,青海,普通类,439.0,吉林,405.0,文科
吉林师范大学博达学院,,2019,本科批B段,天津,普通类,447.0,吉林,,文科
吉林师范大学博达学院,,2019,本科批B段,天津,普通类,399.0,吉林,,理科
吉林师范大学博达学院,,2019,本科二批,广西,普通类,400.0,吉林,388.0,文科
吉林师范大学博达学院,,2019,本科二批,广西,普通类,361.0,吉林,347.0,理科
长春大学旅游学院,,2019,本科三批,青海,普通类,413.0,吉林,405.0,文科
长春大学旅游学院,,2019,本科批B段,天津,普通类,421.0,吉林,,文科
长春大学旅游学院,,2019,本科批B段,天津,普通类,394.0,吉林,,理科
长春大学旅游学院,,2019,本科二批,广西,普通类,394.0,吉林,388.0,文科
东北师范大学人文学院,,2019,本科批B段,天津,普通类,444.0,吉林,,文科
东北师范大学人文学院,,2019,本科批B段,天津,普通类,423.0,吉林,,理科
东北师范大学人文学院,,2019,本科二批,广西,普通类,404.0,吉林,388.0,文科
东北师范大学人文学院,,2019,本科二批,广西,普通类,391.0,吉林,347.0,理科
吉林医药学院,,2019,本科二批,青海,普通类,393.0,吉林,376.0,理科
吉林医药学院,,2019,本科二批,广西,普通类,435.0,吉林,388.0,文科
吉林医药学院,,2019,本科二批,广西,普通类,441.0,吉林,347.0,理科
吉林医药学院,,2019,专科批,广西,普通类,296.0,吉林,180.0,理科
白城医学高等专科学校,,2019,专科批,天津,普通类,168.0,吉林,120.0,文科
白城医学高等专科学校,,2019,专科批,广西,普通类,274.0,吉林,180.0,文科
白城医学高等专科学校,,2019,专科批,广西,普通类,189.0,吉林,180.0,理科
松原职业技术学院,,2019,专科批,广西,普通类,183.0,吉林,180.0,理科
吉林铁道职业技术学院,,2019,专科批,青海,普通类,278.0,吉林,160.0,理科
吉林铁道职业技术学院,,2019,专科批,广西,普通类,188.0,吉林,180.0,文科
吉林铁道职业技术学院,,2019,专科批,广西,普通类,196.0,吉林,180.0,理科
白城职业技术学院,,2019,专科批,广西,普通类,249.0,吉林,180.0,理科
长白山职业技术学院,,2019,专科批,青海,普通类,224.0,吉林,160.0,文科
吉林水利电力职业学院,,2019,专科批,青海,普通类,246.0,吉林,160.0,文科
吉林水利电力职业学院,,2019,专科批,青海,普通类,194.0,吉林,160.0,理科
长春健康职业学院,,2019,专科批,青海,普通类,320.0,吉林,160.0,文科
长春健康职业学院,,2019,专科批,天津,普通类,232.0,吉林,120.0,文科
长春健康职业学院,,2019,专科批,天津,普通类,226.0,吉林,120.0,理科
内蒙古大学,,2019,本科一批,广西,普通类,539.0,内蒙古,521.0,文科
内蒙古大学,,2019,本科一批,广西,普通类,538.0,内蒙古,509.0,理科
内蒙古大学,,2019,本科批,天津,普通类,541.0,内蒙古,428.0,文科
内蒙古大学,,2019,本科批,天津,普通类,562.0,内蒙古,400.0,理科
内蒙古科技大学,,2019,本科二批,青海,普通类,451.0,内蒙古,444.0,文科
内蒙古科技大学,,2019,本科二批,青海,普通类,381.0,内蒙古,376.0,理科
内蒙古科技大学,,2019,本科批A段,天津,普通类,482.0,内蒙古,,文科
内蒙古科技大学,,2019,本科批A段,天津,普通类,450.0,内蒙古,,理科
内蒙古科技大学,,2019,本科二批,广西,普通类,466.0,内蒙古,388.0,文科
内蒙古科技大学,,2019,本科二批,广西,普通类,416.0,内蒙古,347.0,理科
内蒙古工业大学,,2019,本科二批,青海,普通类,378.0,内蒙古,376.0,理科
内蒙古工业大学,,2019,本科批A段,天津,普通类,445.0,内蒙古,,理科
内蒙古工业大学,,2019,本科二批,广西,普通类,424.0,内蒙古,347.0,理科
内蒙古农业大学,,2019,本科二批,广西,普通类,383.0,内蒙古,347.0,理科
内蒙古农业大学,,2019,本科二批,青海,普通类,376.0,内蒙古,376.0,理科
内蒙古农业大学,,2019,专科批,广西,普通类,310.0,内蒙古,180.0,理科
内蒙古农业大学,,2019,本科批,天津,普通类,443.0,内蒙古,400.0,理科
内蒙古医科大学,,2019,本科二批,青海,普通类,406.0,内蒙古,376.0,理科
内蒙古医科大学,,2019,本科批A段,天津,普通类,485.0,内蒙古,,理科
内蒙古医科大学,,2019,本科二批,广西,普通类,410.0,内蒙古,347.0,理科
内蒙古师范大学,,2019,本科二批,广西,普通类,476.0,内蒙古,388.0,文科
内蒙古师范大学,,2019,本科二批,广西,普通类,414.0,内蒙古,347.0,理科
内蒙古师范大学,,2019,本科二批,青海,普通类,350.0,内蒙古,444.0,文科
内蒙古师范大学,,2019,本科二批,青海,普通类,253.0,内蒙古,376.0,理科
内蒙古师范大学,,2019,本科批,天津,普通类,490.0,内蒙古,428.0,文科
内蒙古师范大学,,2019,本科批,天津,普通类,501.0,内蒙古,400.0,理科
内蒙古师范大学,,2019,本科批,天津,国家专项计划,278.56,内蒙古,,艺术类
内蒙古民族大学,,2019,本科二批,青海,普通类,452.0,内蒙古,444.0,文科
内蒙古民族大学,,2019,本科批A段,天津,普通类,482.0,内蒙古,,文科
内蒙古民族大学,,2019,本科批A段,天津,普通类,448.0,内蒙古,,理科
内蒙古民族大学,,2019,本科二批,广西,普通类,456.0,内蒙古,388.0,文科
内蒙古民族大学,,2019,本科二批,广西,普通类,404.0,内蒙古,347.0,理科
赤峰学院,,2019,本科二批,广西,普通类,432.0,内蒙古,388.0,文科
赤峰学院,,2019,本科二批,广西,普通类,388.0,内蒙古,347.0,理科
内蒙古财经大学,,2019,本科二批,青海,普通类,383.0,内蒙古,376.0,理科
内蒙古财经大学,,2019,本科批A段,天津,普通类,494.0,内蒙古,,理科
内蒙古财经大学,,2019,本科二批,广西,普通类,458.0,内蒙古,388.0,文科
内蒙古财经大学,,2019,本科二批,广西,普通类,402.0,内蒙古,347.0,理科
呼伦贝尔学院,,2019,本科二批,广西,普通类,425.0,内蒙古,388.0,文科
呼伦贝尔学院,,2019,本科二批,广西,普通类,368.0,内蒙古,347.0,理科
内蒙古建筑职业技术学院,,2019,专科批,青海,普通类,215.0,内蒙古,160.0,理科
内蒙古建筑职业技术学院,,2019,专科批,广西,普通类,186.0,内蒙古,180.0,文科
内蒙古建筑职业技术学院,,2019,专科批,广西,普通类,339.0,内蒙古,180.0,理科
集宁师范学院,,2019,本科二批,广西,普通类,433.0,内蒙古,388.0,文科
集宁师范学院,,2019,本科二批,广西,普通类,386.0,内蒙古,347.0,理科
河套学院,,2019,本科二批,广西,普通类,415.0,内蒙古,388.0,文科
河套学院,,2019,本科二批,广西,普通类,362.0,内蒙古,347.0,理科
呼和浩特民族学院,,2019,本科二批,广西,普通类,397.0,内蒙古,388.0,文科
呼和浩特民族学院,,2019,本科二批,广西,普通类,347.0,内蒙古,347.0,理科
呼和浩特职业学院,,2019,专科批,青海,普通类,299.0,内蒙古,160.0,文科
呼和浩特职业学院,,2019,专科批,青海,普通类,250.0,内蒙古,160.0,理科
内蒙古电子信息职业技术学院,,2019,专科批,广西,普通类,192.0,内蒙古,180.0,理科
内蒙古商贸职业学院,,2019,专科批,广西,普通类,239.0,内蒙古,180.0,文科
包头铁道职业技术学院,,2019,专科批,青海,普通类,320.0,内蒙古,160.0,文科
包头铁道职业技术学院,,2019,专科批,青海,普通类,291.0,内蒙古,160.0,理科
包头铁道职业技术学院,,2019,专科批,广西,普通类,260.0,内蒙古,180.0,文科
内蒙古大学创业学院,,2019,本科二批,广西,普通类,389.0,内蒙古,388.0,文科
内蒙古大学创业学院,,2019,本科二批,广西,普通类,356.0,内蒙古,347.0,理科
内蒙古鸿德文理学院,,2019,本科二批,广西,普通类,376.0,内蒙古,388.0,文科
内蒙古鸿德文理学院,,2019,本科二批,广西,普通类,320.0,内蒙古,347.0,理科
内蒙古艺术学院,,2019,本科二批,青海,普通类,446.0,内蒙古,444.0,文科
内蒙古艺术学院,,2019,本科批A段,天津,普通类,463.0,内蒙古,,文科
鄂尔多斯应用技术学院,,2019,本科二批,广西,普通类,389.0,内蒙古,388.0,文科
鄂尔多斯应用技术学院,,2019,本科二批,广西,普通类,372.0,内蒙古,347.0,理科
内蒙古科技大学包头师范学院,,2019,本科二批,广西,普通类,424.0,内蒙古,388.0,文科
内蒙古科技大学包头师范学院,,2019,本科二批,广西,普通类,357.0,内蒙古,347.0,理科
内蒙古科技大学包头医学院,,2019,本科二批,青海,普通类,401.0,内蒙古,376.0,理科
内蒙古科技大学包头医学院,,2019,本科二批,广西,普通类,413.0,内蒙古,347.0,理科
黑龙江大学,,2019,本科二批,青海,普通类,391.0,黑龙江,376.0,理科
黑龙江大学,,2019,本科批A段,天津,普通类,508.0,黑龙江,,文科
黑龙江大学,,2019,本科批A段,天津,普通类,493.0,黑龙江,,理科
黑龙江大学,,2019,本科一批,广西,普通类,535.0,黑龙江,521.0,文科
黑龙江大学,,2019,本科一批,广西,普通类,529.0,黑龙江,509.0,理科
黑龙江大学,,2019,本科二批,广西,普通类,510.0,黑龙江,388.0,文科
黑龙江大学,,2019,本科二批,广西,普通类,477.0,黑龙江,347.0,理科
哈尔滨工业大学,,2019,本科一批,青海,普通类,568.0,黑龙江,407.0,理科
哈尔滨工业大学,,2019,本科批A段,天津,普通类,585.0,黑龙江,,文科
哈尔滨工业大学,,2019,本科批A段,天津,普通类,644.0,黑龙江,,理科
哈尔滨工业大学,,2019,本科一批,广西,普通类,637.0,黑龙江,509.0,理科
哈尔滨理工大学,,2019,本科一批,青海,普通类,437.0,黑龙江,407.0,理科
哈尔滨理工大学,,2019,本科一批,广西,普通类,533.0,黑龙江,509.0,理科
哈尔滨理工大学,,2019,本科二批,广西,普通类,494.0,黑龙江,347.0,理科
哈尔滨理工大学,,2019,本科批A段,天津,普通类,490.0,黑龙江,,文科
哈尔滨理工大学,,2019,本科批A段,天津,普通类,504.0,黑龙江,,理科
哈尔滨工程大学,,2019,本科一批,青海,普通类,493.0,黑龙江,407.0,理科
哈尔滨工程大学,,2019,本科一批,青海,预科,429.0,黑龙江,407.0,理科
哈尔滨工程大学,,2019,本科批A段,天津,普通类,605.0,黑龙江,,理科
哈尔滨工程大学,,2019,本科一批,广西,普通类,589.0,黑龙江,509.0,理科
黑龙江科技大学,,2019,本科批A段,天津,普通类,456.0,黑龙江,,理科
黑龙江科技大学,,2019,本科二批,广西,普通类,390.0,黑龙江,388.0,文科
黑龙江科技大学,,2019,本科二批,广西,普通类,428.0,黑龙江,347.0,理科
东北石油大学,,2019,本科一批,青海,普通类,423.08,黑龙江,407.0,理科
东北石油大学,,2019,本科提前批,青海,国家专项计划,444.1,黑龙江,,理科
东北石油大学,,2019,本科二批,广西,普通类,413.0,黑龙江,347.0,理科
东北石油大学,,2019,本科二批,广西,普通类,389.0,黑龙江,388.0,文科
东北石油大学,,2019,本科批A段,天津,普通类,461.0,黑龙江,,理科
东北石油大学,,2019,本科批A段,天津,普通类,480.0,黑龙江,,文科
佳木斯大学,,2019,本科二批,青海,普通类,376.0,黑龙江,376.0,理科
佳木斯大学,,2019,本科批A段,天津,普通类,469.0,黑龙江,,理科
佳木斯大学,,2019,本科二批,广西,普通类,408.0,黑龙江,347.0,理科
黑龙江八一农垦大学,,2019,本科批A段,天津,普通类,445.0,黑龙江,,理科
黑龙江八一农垦大学,,2019,本科二批,广西,普通类,463.0,黑龙江,388.0,文科
黑龙江八一农垦大学,,2019,本科二批,广西,普通类,409.0,黑龙江,347.0,理科
东北农业大学,,2019,本科一批,青海,普通类,502.0,黑龙江,488.0,文科
东北农业大学,,2019,本科一批,青海,普通类,425.0,黑龙江,407.0,理科
东北农业大学,,2019,本科批A段,天津,普通类,543.0,黑龙江,,文科
东北农业大学,,2019,本科批A段,天津,普通类,555.0,黑龙江,,理科
东北农业大学,,2019,本科一批,广西,普通类,535.0,黑龙江,521.0,文科
东北农业大学,,2019,本科一批,广西,普通类,533.0,黑龙江,509.0,理科
东北林业大学,,2019,本科一批,青海,普通类,503.0,黑龙江,488.0,文科
东北林业大学,,2019,本科一批,青海,普通类,440.0,黑龙江,407.0,理科
东北林业大学,,2019,本科一批,青海,预科,495.0,黑龙江,488.0,文科
东北林业大学,,2019,本科一批,青海,预科,415.0,黑龙江,407.0,理科
东北林业大学,,2019,本科批A段,天津,普通类,549.0,黑龙江,,文科
东北林业大学,,2019,本科批A段,天津,普通类,560.0,黑龙江,,理科
东北林业大学,,2019,本科一批,广西,普通类,545.0,黑龙江,521.0,文科
东北林业大学,,2019,本科一批,广西,普通类,546.0,黑龙江,509.0,理科
哈尔滨医科大学,,2019,本科二批,青海,普通类,413.0,黑龙江,376.0,理科
哈尔滨医科大学,,2019,本科批A段,天津,普通类,497.0,黑龙江,,文科
哈尔滨医科大学,,2019,本科批A段,天津,普通类,471.0,黑龙江,,理科
哈尔滨医科大学,,2019,专科批,天津,普通类,246.0,黑龙江,120.0,文科
哈尔滨医科大学,,2019,专科批,天津,普通类,247.0,黑龙江,120.0,理科
哈尔滨医科大学,,2019,本科一批,广西,普通类,566.0,黑龙江,509.0,理科
哈尔滨医科大学,,2019,本科二批,广西,普通类,396.0,黑龙江,388.0,文科
哈尔滨医科大学,,2019,本科二批,广西,普通类,453.0,黑龙江,347.0,理科
哈尔滨医科大学,,2019,专科批,广西,普通类,305.0,黑龙江,180.0,文科
哈尔滨医科大学,,2019,专科批,广西,普通类,322.0,黑龙江,180.0,理科
黑龙江中医药大学,,2019,本科批A段,天津,普通类,485.0,黑龙江,,文科
黑龙江中医药大学,,2019,本科批A段,天津,普通类,508.0,黑龙江,,理科
黑龙江中医药大学,,2019,本科一批,广西,普通类,524.0,黑龙江,521.0,文科
黑龙江中医药大学,,2019,本科一批,广西,普通类,511.0,黑龙江,509.0,理科
黑龙江中医药大学,,2019,本科二批,广西,普通类,415.0,黑龙江,388.0,文科
黑龙江中医药大学,,2019,本科二批,广西,普通类,427.0,黑龙江,347.0,理科
牡丹江医学院,,2019,本科二批,青海,普通类,394.0,黑龙江,376.0,理科
牡丹江医学院,,2019,本科批A段,天津,普通类,475.0,黑龙江,,理科
牡丹江医学院,,2019,本科二批,广西,普通类,440.0,黑龙江,347.0,理科
哈尔滨师范大学,,2019,本科二批,青海,普通类,459.0,黑龙江,444.0,文科
哈尔滨师范大学,,2019,本科二批,广西,普通类,390.0,黑龙江,388.0,文科
哈尔滨师范大学,,2019,本科二批,广西,普通类,441.0,黑龙江,347.0,理科
哈尔滨师范大学,,2019,本科批A段,天津,普通类,499.0,黑龙江,,文科
哈尔滨师范大学,,2019,本科批A段,天津,普通类,534.0,黑龙江,,理科
齐齐哈尔大学,,2019,本科二批,青海,普通类,461.0,黑龙江,444.0,文科
齐齐哈尔大学,,2019,本科二批,青海,普通类,377.0,黑龙江,376.0,理科
齐齐哈尔大学,,2019,本科批A段,天津,普通类,479.0,黑龙江,,文科
齐齐哈尔大学,,2019,本科批A段,天津,普通类,451.0,黑龙江,,理科
齐齐哈尔大学,,2019,本科二批,广西,普通类,453.0,黑龙江,388.0,文科
齐齐哈尔大学,,2019,本科二批,广西,普通类,414.0,黑龙江,347.0,理科
牡丹江师范学院,,2019,本科批A段,天津,普通类,469.0,黑龙江,,文科
牡丹江师范学院,,2019,本科批A段,天津,普通类,444.0,黑龙江,,理科
牡丹江师范学院,,2019,本科二批,广西,普通类,438.0,黑龙江,388.0,文科
牡丹江师范学院,,2019,本科二批,广西,普通类,392.0,黑龙江,347.0,理科
哈尔滨学院,,2019,本科二批,青海,普通类,450.0,黑龙江,444.0,文科
哈尔滨学院,,2019,本科二批,青海,普通类,379.0,黑龙江,376.0,理科
哈尔滨学院,,2019,本科二批,广西,普通类,452.0,黑龙江,388.0,文科
哈尔滨学院,,2019,本科二批,广西,普通类,396.0,黑龙江,347.0,理科
大庆师范学院,,2019,本科批A段,天津,普通类,470.0,黑龙江,,文科
大庆师范学院,,2019,本科批A段,天津,普通类,481.0,黑龙江,,理科
大庆师范学院,,2019,本科二批,广西,普通类,427.0,黑龙江,388.0,文科
大庆师范学院,,2019,本科二批,广西,普通类,384.0,黑龙江,347.0,理科
绥化学院,,2019,本科二批,广西,普通类,434.0,黑龙江,388.0,文科
绥化学院,,2019,本科二批,广西,普通类,384.0,黑龙江,347.0,理科
齐齐哈尔高等师范专科学校,,2019,专科批,广西,普通类,224.0,黑龙江,180.0,文科
齐齐哈尔高等师范专科学校,,2019,专科批,广西,普通类,208.0,黑龙江,180.0,理科
哈尔滨商业大学,,2019,本科二批,青海,普通类,484.0,黑龙江,444.0,文科
哈尔滨商业大学,,2019,本科二批,青海,普通类,384.0,黑龙江,376.0,理科
哈尔滨商业大学,,2019,本科批A段,天津,普通类,493.0,黑龙江,,文科
哈尔滨商业大学,,2019,本科批A段,天津,普通类,473.0,黑龙江,,理科
哈尔滨商业大学,,2019,本科二批,广西,普通类,418.0,黑龙江,388.0,文科
哈尔滨商业大学,,2019,本科二批,广西,普通类,415.0,黑龙江,347.0,理科
哈尔滨体育学院,,2019,本科二批,广西,普通类,372.0,黑龙江,347.0,理科
哈尔滨金融学院,,2019,本科二批,青海,普通类,445.0,黑龙江,444.0,文科
哈尔滨金融学院,,2019,本科二批,青海,普通类,387.0,黑龙江,376.0,理科
哈尔滨金融学院,,2019,本科批A段,天津,普通类,486.0,黑龙江,,文科
哈尔滨金融学院,,2019,本科批A段,天津,普通类,471.0,黑龙江,,理科
哈尔滨金融学院,,2019,本科二批,广西,普通类,430.0,黑龙江,388.0,文科
哈尔滨金融学院,,2019,本科二批,广西,普通类,394.0,黑龙江,347.0,理科
伊春职业学院,,2019,专科批,广西,普通类,220.0,黑龙江,180.0,理科
牡丹江大学,,2019,专科批,青海,普通类,336.0,黑龙江,160.0,文科
牡丹江大学,,2019,专科批,青海,普通类,225.0,黑龙江,160.0,理科
牡丹江大学,,2019,专科批,广西,普通类,267.0,黑龙江,180.0,文科
牡丹江大学,,2019,专科批,广西,普通类,217.0,黑龙江,180.0,理科
齐齐哈尔医学院,,2019,本科二批,青海,普通类,398.0,黑龙江,376.0,理科
齐齐哈尔医学院,,2019,本科批A段,天津,普通类,481.0,黑龙江,,理科
齐齐哈尔医学院,,2019,本科二批,广西,普通类,411.0,黑龙江,388.0,文科
齐齐哈尔医学院,,2019,本科二批,广西,普通类,444.0,黑龙江,347.0,理科
黑龙江工业学院,,2019,专科批,青海,普通类,274.0,黑龙江,160.0,文科
黑龙江工业学院,,2019,专科批,青海,普通类,205.0,黑龙江,160.0,理科
黑龙江工业学院,,2019,本科二批,广西,普通类,419.0,黑龙江,388.0,文科
黑龙江工业学院,,2019,本科二批,广西,普通类,376.0,黑龙江,347.0,理科
黑龙江东方学院,,2019,本科批B段,天津,普通类,407.0,黑龙江,,文科
黑龙江东方学院,,2019,本科批B段,天津,普通类,375.0,黑龙江,,理科
黑龙江职业学院,,2019,专科批,天津,普通类,197.0,黑龙江,120.0,文科
黑龙江职业学院,,2019,专科批,天津,普通类,201.0,黑龙江,120.0,理科
黑龙江职业学院,,2019,专科批,广西,普通类,292.0,黑龙江,180.0,文科
黑龙江职业学院,,2019,专科批,广西,普通类,276.0,黑龙江,180.0,理科
哈尔滨信息工程学院,,2019,本科二批,广西,普通类,389.0,黑龙江,388.0,文科
哈尔滨信息工程学院,,2019,本科二批,广西,普通类,347.0,黑龙江,347.0,理科
哈尔滨信息工程学院,,2019,专科批,广西,普通类,259.0,黑龙江,180.0,文科
哈尔滨信息工程学院,,2019,专科批,广西,普通类,237.0,黑龙江,180.0,理科
黑龙江工程学院,,2019,本科二批,青海,普通类,445.0,黑龙江,444.0,文科
黑龙江工程学院,,2019,本科二批,青海,普通类,378.0,黑龙江,376.0,理科
黑龙江工程学院,,2019,本科批A段,天津,普通类,468.0,黑龙江,,文科
黑龙江工程学院,,2019,本科批A段,天津,普通类,444.0,黑龙江,,理科
黑龙江工程学院,,2019,本科二批,广西,普通类,445.0,黑龙江,388.0,文科
黑龙江工程学院,,2019,本科二批,广西,普通类,404.0,黑龙江,347.0,理科
黑龙江建筑职业技术学院,,2019,专科批,青海,普通类,244.0,黑龙江,160.0,文科
黑龙江建筑职业技术学院,,2019,专科批,青海,普通类,187.0,黑龙江,160.0,理科
